Src,Dst,Total,TCP,UDP,ICMP,othProto,ARP,others
64.4.54.254,192.168.10.15,362,362.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,54.69.227.52,15,15.0,0.0,0.0,0.0,0.0,0.0
54.69.227.52,192.168.10.5,15,15.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,72.21.91.29,2735,2735.0,0.0,0.0,0.0,0.0,0.0
72.21.91.29,192.168.10.5,2179,2179.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,52.84.145.75,9,9.0,0.0,0.0,0.0,0.0,0.0
52.84.145.75,192.168.10.5,7,7.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,172.217.9.228,110,110.0,0.0,0.0,0.0,0.0,0.0
172.217.9.228,192.168.10.5,138,138.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,172.217.6.206,485,485.0,0.0,0.0,0.0,0.0,0.0
172.217.6.206,192.168.10.5,420,420.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,172.217.10.131,223,223.0,0.0,0.0,0.0,0.0,0.0
172.217.10.131,192.168.10.5,281,281.0,0.0,0.0,0.0,0.0,0.0
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,1338,0.0,0.0,0.0,0.0,1338.0,0.0
18:66:da:9b:e3:7d,00:1e:4f:d4:ca:28,1340,0.0,0.0,0.0,0.0,1340.0,0.0
192.168.10.5,65.55.252.93,303,303.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,172.217.12.195,92,92.0,0.0,0.0,0.0,0.0,0.0
65.55.252.93,192.168.10.5,341,341.0,0.0,0.0,0.0,0.0,0.0
172.217.12.195,192.168.10.5,124,124.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,134.170.30.202,50,50.0,0.0,0.0,0.0,0.0,0.0
134.170.30.202,192.168.10.5,82,82.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,172.217.12.131,202,202.0,0.0,0.0,0.0,0.0,0.0
172.217.12.131,192.168.10.5,262,262.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,172.217.10.78,778,778.0,0.0,0.0,0.0,0.0,0.0
172.217.10.78,192.168.10.5,1301,1301.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,104.88.107.204,10,10.0,0.0,0.0,0.0,0.0,0.0
104.88.107.204,192.168.10.5,9,9.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,198.41.215.185,11,11.0,0.0,0.0,0.0,0.0,0.0
198.41.215.185,192.168.10.5,8,8.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,23.15.4.9,106,106.0,0.0,0.0,0.0,0.0,0.0
23.15.4.9,192.168.10.5,96,96.0,0.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,1104,0.0,0.0,0.0,0.0,1104.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:0a:8b,1339,0.0,0.0,0.0,0.0,1339.0,0.0
192.168.10.5,23.50.75.27,1897,1897.0,0.0,0.0,0.0,0.0,0.0
23.50.75.27,192.168.10.5,1593,1593.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,131.253.34.240,11,11.0,0.0,0.0,0.0,0.0,0.0
131.253.34.240,192.168.10.5,7,7.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,23.66.239.97,5,5.0,0.0,0.0,0.0,0.0,0.0
23.66.239.97,192.168.10.5,3,3.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,65.55.252.71,6,6.0,0.0,0.0,0.0,0.0,0.0
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,65,0.0,0.0,0.0,0.0,65.0,0.0
00:c1:b1:14:eb:31,00:1e:4f:d4:ca:28,68,0.0,0.0,0.0,0.0,68.0,0.0
192.168.10.50,192.168.10.3,30570,18992.0,11430.0,0.0,148.0,0.0,0.0
192.168.10.3,192.168.10.50,21949,10519.0,11430.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,33:33:00:01:00:03,1156,0.0,0.0,0.0,0.0,0.0,1156.0
192.168.10.3,224.0.0.252,1156,0.0,1156.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,370,0.0,0.0,0.0,0.0,370.0,0.0
18:66:da:9b:e3:7d,00:19:b9:0a:69:f1,370,0.0,0.0,0.0,0.0,370.0,0.0
70:6e:6d:1d:bb:0d,01:00:0c:cc:cc:cc,557,0.0,0.0,0.0,0.0,0.0,557.0
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,556,0.0,0.0,0.0,0.0,0.0,556.0
192.168.10.15,134.170.104.154,9,9.0,0.0,0.0,0.0,0.0,0.0
134.170.104.154,192.168.10.15,8,8.0,0.0,0.0,0.0,0.0,0.0
192.168.10.5,224.0.0.22,8,0.0,0.0,0.0,8.0,0.0,0.0
192.168.10.15,224.0.0.22,9,0.0,0.0,0.0,9.0,0.0,0.0
00:1e:4f:d4:ca:28,33:33:00:00:00:16,139,0.0,0.0,0.0,0.0,0.0,139.0
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,574,0.0,0.0,0.0,0.0,0.0,574.0
b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,3971,0.0,0.0,0.0,0.0,3971.0,0.0
192.168.10.51,224.0.0.251,369,0.0,369.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:0b:a8,33:33:00:00:00:16,44,0.0,0.0,0.0,0.0,0.0,44.0
b8:ac:6f:36:0b:a8,33:33:ff:36:0b:a8,8,0.0,0.0,0.0,0.0,0.0,8.0
192.168.10.51,224.0.0.22,1,0.0,0.0,0.0,1.0,0.0,0.0
b8:ac:6f:36:0b:a8,33:33:00:00:00:02,30,0.0,0.0,0.0,0.0,0.0,30.0
b8:ac:6f:36:0b:a8,33:33:00:00:00:fb,317,0.0,0.0,0.0,0.0,0.0,317.0
b8:ac:6f:36:07:ee,33:33:00:00:00:16,95,0.0,0.0,0.0,0.0,0.0,95.0
b8:ac:6f:36:0b:a8,ff:ff:ff:ff:ff:ff,34,0.0,0.0,0.0,0.0,34.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:0b:a8,1110,0.0,0.0,0.0,0.0,1110.0,0.0
192.168.10.51,192.168.10.3,12214,166.0,12024.0,24.0,0.0,0.0,0.0
192.168.10.3,192.168.10.51,12165,131.0,12034.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,132,0.0,0.0,0.0,0.0,132.0,0.0
b8:ac:6f:36:07:ee,33:33:00:00:00:01,10,0.0,0.0,0.0,0.0,0.0,10.0
b8:ac:6f:36:08:f5,ff:ff:ff:ff:ff:ff,3338,0.0,0.0,0.0,0.0,3338.0,0.0
b8:ac:6f:36:08:f5,33:33:ff:73:ed:41,11,0.0,0.0,0.0,0.0,0.0,11.0
b8:ac:6f:36:08:f5,33:33:00:00:00:02,33,0.0,0.0,0.0,0.0,0.0,33.0
b8:ac:6f:36:08:f5,33:33:00:00:00:16,66,0.0,0.0,0.0,0.0,0.0,66.0
192.168.10.9,224.0.0.22,4,0.0,0.0,0.0,4.0,0.0,0.0
192.168.10.9,224.0.0.252,222,0.0,222.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,1205,0.0,0.0,0.0,0.0,1205.0,0.0
192.168.10.9,192.168.10.3,38182,2150.0,36032.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.9,37374,1708.0,35666.0,0.0,0.0,0.0,0.0
00:c1:b1:14:eb:31,b8:ac:6f:1d:1f:6c,369,0.0,0.0,0.0,0.0,369.0,0.0
b8:ac:6f:36:07:ee,33:33:00:00:00:02,21,0.0,0.0,0.0,0.0,0.0,21.0
192.168.10.8,224.0.0.22,4,0.0,0.0,0.0,4.0,0.0,0.0
b8:ac:6f:36:08:f5,33:33:00:01:00:03,324,0.0,0.0,0.0,0.0,0.0,324.0
192.168.10.8,224.0.0.252,399,0.0,399.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,1108,0.0,0.0,0.0,0.0,1108.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:08:f5,1058,0.0,0.0,0.0,0.0,1058.0,0.0
192.168.10.8,192.168.10.3,30886,2764.0,28122.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.8,30243,2395.0,27848.0,0.0,0.0,0.0,0.0
192.168.10.17,224.0.0.22,2,0.0,0.0,0.0,2.0,0.0,0.0
192.168.10.17,224.0.0.251,728,0.0,728.0,0.0,0.0,0.0,0.0
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,237,0.0,0.0,0.0,0.0,237.0,0.0
00:23:ae:9b:95:67,33:33:ff:9b:95:67,23,0.0,0.0,0.0,0.0,0.0,23.0
192.168.10.3,192.168.10.17,22094,1044.0,21050.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,ff:ff:ff:ff:ff:ff,47,0.0,0.0,0.0,0.0,47.0,0.0
18:66:da:9b:e3:7d,00:23:ae:9b:95:67,962,0.0,0.0,0.0,0.0,962.0,0.0
192.168.10.17,192.168.10.3,22438,1388.0,21048.0,2.0,0.0,0.0,0.0
192.168.10.17,192.168.10.255,2400,0.0,2400.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.17,6134,5942.0,192.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,33:33:00:00:00:16,96,0.0,0.0,0.0,0.0,0.0,96.0
00:23:ae:9b:95:67,33:33:00:00:00:02,73,0.0,0.0,0.0,0.0,0.0,73.0
00:23:ae:9b:95:67,33:33:00:00:00:fb,585,0.0,0.0,0.0,0.0,0.0,585.0
192.168.10.19,224.0.0.22,1,0.0,0.0,0.0,1.0,0.0,0.0
192.168.10.19,224.0.0.251,754,0.0,754.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:07:ee,33:33:00:01:00:02,6631,0.0,0.0,0.0,0.0,0.0,6631.0
00:23:ae:9b:ad:b3,33:33:ff:9b:ad:b3,12,0.0,0.0,0.0,0.0,0.0,12.0
192.168.10.14,224.0.0.22,7,0.0,0.0,0.0,7.0,0.0,0.0
b8:ac:6f:36:07:ee,33:33:00:01:00:03,284,0.0,0.0,0.0,0.0,0.0,284.0
192.168.10.14,224.0.0.252,284,0.0,284.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,ff:ff:ff:ff:ff:ff,48,0.0,0.0,0.0,0.0,48.0,0.0
18:66:da:9b:e3:7d,00:23:ae:9b:ad:b3,732,0.0,0.0,0.0,0.0,732.0,0.0
192.168.10.19,192.168.10.3,15954,1346.0,14608.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.19,15611,1005.0,14606.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,33:33:00:00:00:16,111,0.0,0.0,0.0,0.0,0.0,111.0
00:23:ae:9b:ad:b3,33:33:00:00:00:02,74,0.0,0.0,0.0,0.0,0.0,74.0
192.168.10.19,192.168.10.255,2387,0.0,2387.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.19,6064,5872.0,192.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,33:33:00:00:00:fb,557,0.0,0.0,0.0,0.0,0.0,557.0
00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,60,0.0,0.0,0.0,0.0,60.0,0.0
192.168.10.51,91.189.89.144,14,14.0,0.0,0.0,0.0,0.0,0.0
91.189.89.144,192.168.10.51,12,12.0,0.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,1470,0.0,0.0,0.0,0.0,1470.0,0.0
192.168.10.14,192.168.10.3,40190,3706.0,36480.0,4.0,0.0,0.0,0.0
00:c1:b1:14:eb:31,b8:ac:6f:36:07:ee,58,0.0,0.0,0.0,0.0,58.0,0.0
192.168.10.8,192.168.10.255,432,0.0,432.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.14,36872,3224.0,33648.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,958,0.0,0.0,0.0,0.0,958.0,0.0
192.168.10.51,192.168.10.255,60,0.0,60.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,00:23:ae:9b:95:67,220,0.0,0.0,0.0,0.0,220.0,0.0
00:23:ae:9b:95:67,00:19:b9:0a:69:f1,220,0.0,0.0,0.0,0.0,220.0,0.0
b8:ac:6f:36:08:f5,33:33:00:01:00:02,6173,0.0,0.0,0.0,0.0,0.0,6173.0
b8:ac:6f:36:07:ee,01:80:c2:00:00:0e,34,0.0,0.0,0.0,0.0,0.0,34.0
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,692,0.0,0.0,0.0,0.0,692.0,0.0
00:19:b9:0a:69:f1,00:23:ae:9b:ad:b3,206,0.0,0.0,0.0,0.0,206.0,0.0
00:23:ae:9b:ad:b3,00:19:b9:0a:69:f1,206,0.0,0.0,0.0,0.0,206.0,0.0
00:c1:b1:14:eb:31,00:23:ae:9b:95:67,308,0.0,0.0,0.0,0.0,308.0,0.0
192.168.10.17,206.108.0.134,23,0.0,23.0,0.0,0.0,0.0,0.0
206.108.0.134,192.168.10.17,23,0.0,23.0,0.0,0.0,0.0,0.0
192.168.10.17,66.70.172.17,23,0.0,23.0,0.0,0.0,0.0,0.0
66.70.172.17,192.168.10.17,23,0.0,23.0,0.0,0.0,0.0,0.0
192.168.10.17,47.55.177.238,20,0.0,20.0,0.0,0.0,0.0,0.0
47.55.177.238,192.168.10.17,20,0.0,20.0,0.0,0.0,0.0,0.0
00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,303,0.0,0.0,0.0,0.0,303.0,0.0
192.168.10.19,66.70.172.17,20,0.0,20.0,0.0,0.0,0.0,0.0
66.70.172.17,192.168.10.19,19,0.0,19.0,0.0,0.0,0.0,0.0
192.168.10.17,158.69.125.231,23,0.0,23.0,0.0,0.0,0.0,0.0
158.69.125.231,192.168.10.17,23,0.0,23.0,0.0,0.0,0.0,0.0
192.168.10.19,47.55.177.238,20,0.0,20.0,0.0,0.0,0.0,0.0
47.55.177.238,192.168.10.19,19,0.0,19.0,0.0,0.0,0.0,0.0
192.168.10.17,199.182.221.110,22,0.0,22.0,0.0,0.0,0.0,0.0
199.182.221.110,192.168.10.17,22,0.0,22.0,0.0,0.0,0.0,0.0
192.168.10.19,158.69.125.231,20,0.0,20.0,0.0,0.0,0.0,0.0
158.69.125.231,192.168.10.19,20,0.0,20.0,0.0,0.0,0.0,0.0
192.168.10.17,144.217.148.73,22,0.0,22.0,0.0,0.0,0.0,0.0
144.217.148.73,192.168.10.17,22,0.0,22.0,0.0,0.0,0.0,0.0
192.168.10.19,206.108.0.134,19,0.0,19.0,0.0,0.0,0.0,0.0
206.108.0.134,192.168.10.19,19,0.0,19.0,0.0,0.0,0.0,0.0
192.168.10.51,255.255.255.255,21,0.0,21.0,0.0,0.0,0.0,0.0
192.168.10.17,206.108.0.132,21,0.0,21.0,0.0,0.0,0.0,0.0
206.108.0.132,192.168.10.17,21,0.0,21.0,0.0,0.0,0.0,0.0
192.168.10.19,144.217.148.73,19,0.0,19.0,0.0,0.0,0.0,0.0
144.217.148.73,192.168.10.19,19,0.0,19.0,0.0,0.0,0.0,0.0
192.168.10.17,144.217.95.60,20,0.0,20.0,0.0,0.0,0.0,0.0
144.217.95.60,192.168.10.17,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.19,206.108.0.132,18,0.0,18.0,0.0,0.0,0.0,0.0
206.108.0.132,192.168.10.19,18,0.0,18.0,0.0,0.0,0.0,0.0
192.168.10.19,129.128.12.20,18,0.0,18.0,0.0,0.0,0.0,0.0
129.128.12.20,192.168.10.19,18,0.0,18.0,0.0,0.0,0.0,0.0
192.168.10.19,199.19.167.36,17,0.0,17.0,0.0,0.0,0.0,0.0
199.19.167.36,192.168.10.19,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.17,91.189.89.199,144,0.0,144.0,0.0,0.0,0.0,0.0
91.189.89.199,192.168.10.17,144,0.0,144.0,0.0,0.0,0.0,0.0
192.168.10.19,144.217.95.60,12,0.0,12.0,0.0,0.0,0.0,0.0
144.217.95.60,192.168.10.19,12,0.0,12.0,0.0,0.0,0.0,0.0
192.168.10.14,131.253.61.82,66,66.0,0.0,0.0,0.0,0.0,0.0
131.253.61.82,192.168.10.14,65,65.0,0.0,0.0,0.0,0.0,0.0
192.168.10.19,206.108.0.133,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.19,99.224.25.39,17,0.0,17.0,0.0,0.0,0.0,0.0
206.108.0.133,192.168.10.19,17,0.0,17.0,0.0,0.0,0.0,0.0
99.224.25.39,192.168.10.19,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.19,144.217.252.208,17,0.0,17.0,0.0,0.0,0.0,0.0
144.217.252.208,192.168.10.19,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.50,144.217.164.10,28,0.0,28.0,0.0,0.0,0.0,0.0
144.217.164.10,192.168.10.50,27,0.0,27.0,0.0,0.0,0.0,0.0
192.168.10.17,199.19.167.36,20,0.0,20.0,0.0,0.0,0.0,0.0
199.19.167.36,192.168.10.17,20,0.0,20.0,0.0,0.0,0.0,0.0
192.168.10.14,192.168.10.255,477,0.0,477.0,0.0,0.0,0.0,0.0
192.168.10.9,255.255.255.255,11,0.0,11.0,0.0,0.0,0.0,0.0
192.168.10.17,128.100.100.128,20,0.0,20.0,0.0,0.0,0.0,0.0
128.100.100.128,192.168.10.17,20,0.0,20.0,0.0,0.0,0.0,0.0
192.168.10.19,91.189.89.198,100,0.0,100.0,0.0,0.0,0.0,0.0
91.189.89.198,192.168.10.19,100,0.0,100.0,0.0,0.0,0.0,0.0
192.168.10.14,23.63.226.146,6,6.0,0.0,0.0,0.0,0.0,0.0
23.63.226.146,192.168.10.14,4,4.0,0.0,0.0,0.0,0.0,0.0
192.168.10.17,206.75.89.101,20,0.0,20.0,0.0,0.0,0.0,0.0
206.75.89.101,192.168.10.17,20,0.0,20.0,0.0,0.0,0.0,0.0
192.168.10.9,192.168.10.255,504,0.0,504.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.255,1606,0.0,1606.0,0.0,0.0,0.0,0.0
192.168.10.19,199.182.221.110,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.19,206.75.89.101,17,0.0,17.0,0.0,0.0,0.0,0.0
199.182.221.110,192.168.10.19,17,0.0,17.0,0.0,0.0,0.0,0.0
206.75.89.101,192.168.10.19,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.8,255.255.255.255,10,0.0,10.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,114,0.0,0.0,0.0,0.0,114.0,0.0
00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,114,0.0,0.0,0.0,0.0,114.0,0.0
192.168.10.14,23.61.187.27,402,402.0,0.0,0.0,0.0,0.0,0.0
23.61.187.27,192.168.10.14,335,335.0,0.0,0.0,0.0,0.0,0.0
192.168.10.17,129.128.12.20,20,0.0,20.0,0.0,0.0,0.0,0.0
129.128.12.20,192.168.10.17,20,0.0,20.0,0.0,0.0,0.0,0.0
192.168.10.19,91.189.89.199,101,0.0,101.0,0.0,0.0,0.0,0.0
192.168.10.19,144.217.164.10,17,0.0,17.0,0.0,0.0,0.0,0.0
144.217.164.10,192.168.10.19,17,0.0,17.0,0.0,0.0,0.0,0.0
91.189.89.199,192.168.10.19,101,0.0,101.0,0.0,0.0,0.0,0.0
192.168.10.12,224.0.0.251,1151,0.0,1151.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,33:33:ff:fc:82:3f,24,0.0,0.0,0.0,0.0,0.0,24.0
192.168.10.14,64.4.54.253,140,140.0,0.0,0.0,0.0,0.0,0.0
64.4.54.253,192.168.10.14,122,122.0,0.0,0.0,0.0,0.0,0.0
192.168.10.17,144.217.252.208,20,0.0,20.0,0.0,0.0,0.0,0.0
144.217.252.208,192.168.10.17,19,0.0,19.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,ff:ff:ff:ff:ff:ff,84,0.0,0.0,0.0,0.0,84.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:04:e3,1350,0.0,0.0,0.0,0.0,1350.0,0.0
192.168.10.12,192.168.10.3,19745,1797.0,17879.0,6.0,63.0,0.0,0.0
192.168.10.3,192.168.10.12,19272,1394.0,17878.0,0.0,0.0,0.0,0.0
192.168.10.9,23.15.4.17,5,5.0,0.0,0.0,0.0,0.0,0.0
23.15.4.17,192.168.10.9,5,5.0,0.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,33:33:00:00:00:16,120,0.0,0.0,0.0,0.0,0.0,120.0
192.168.10.12,224.0.0.22,2,0.0,0.0,0.0,2.0,0.0,0.0
b8:ac:6f:36:04:e3,33:33:00:00:00:02,71,0.0,0.0,0.0,0.0,0.0,71.0
b8:ac:6f:36:04:e3,33:33:00:00:00:fb,996,0.0,0.0,0.0,0.0,0.0,996.0
192.168.10.17,144.217.164.10,20,0.0,20.0,0.0,0.0,0.0,0.0
144.217.164.10,192.168.10.17,20,0.0,20.0,0.0,0.0,0.0,0.0
192.168.10.19,91.189.91.157,101,0.0,101.0,0.0,0.0,0.0,0.0
91.189.91.157,192.168.10.19,101,0.0,101.0,0.0,0.0,0.0,0.0
192.168.10.14,40.83.143.209,327,327.0,0.0,0.0,0.0,0.0,0.0
40.83.143.209,192.168.10.14,279,279.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,192.168.10.255,2663,0.0,2663.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,33:33:00:00:00:01,564,0.0,0.0,0.0,0.0,0.0,564.0
192.168.10.14,255.255.255.255,10,0.0,10.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,1346,0.0,0.0,0.0,0.0,1346.0,0.0
00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,171,0.0,0.0,0.0,0.0,171.0,0.0
192.168.10.12,47.55.177.238,1,0.0,1.0,0.0,0.0,0.0,0.0
47.55.177.238,192.168.10.12,1,0.0,1.0,0.0,0.0,0.0,0.0
192.168.10.17,206.108.0.133,20,0.0,20.0,0.0,0.0,0.0,0.0
206.108.0.133,192.168.10.17,20,0.0,20.0,0.0,0.0,0.0,0.0
192.168.10.12,206.108.0.132,63,0.0,63.0,0.0,0.0,0.0,0.0
206.108.0.132,192.168.10.12,63,0.0,63.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.12,6668,6466.0,202.0,0.0,0.0,0.0,0.0
192.168.10.17,91.189.91.157,143,0.0,143.0,0.0,0.0,0.0,0.0
91.189.91.157,192.168.10.17,143,0.0,143.0,0.0,0.0,0.0,0.0
192.168.10.19,128.100.100.128,13,0.0,13.0,0.0,0.0,0.0,0.0
128.100.100.128,192.168.10.19,13,0.0,13.0,0.0,0.0,0.0,0.0
192.168.10.51,91.189.94.25,13,13.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,129.128.12.20,15,0.0,15.0,0.0,0.0,0.0,0.0
192.168.10.12,144.217.252.208,1,0.0,1.0,0.0,0.0,0.0,0.0
144.217.252.208,192.168.10.12,1,0.0,1.0,0.0,0.0,0.0,0.0
91.189.94.25,192.168.10.51,11,11.0,0.0,0.0,0.0,0.0,0.0
129.128.12.20,192.168.10.12,15,0.0,15.0,0.0,0.0,0.0,0.0
192.168.10.12,255.255.255.255,282,0.0,282.0,0.0,0.0,0.0,0.0
192.168.10.12,199.182.221.110,82,0.0,82.0,0.0,0.0,0.0,0.0
