Src,Dst,Total,TCP,UDP,ICMP,othProto,ARP,others
00:c1:b1:14:eb:31,18:66:da:9b:e3:7d,801,0.0,0.0,0.0,0.0,801.0,0.0
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,566,0.0,0.0,0.0,0.0,0.0,566.0
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,594,0.0,0.0,0.0,0.0,0.0,594.0
70:6e:6d:1d:bb:0f,01:00:0c:cc:cc:cc,540,0.0,0.0,0.0,0.0,0.0,540.0
192.168.10.9,192.168.10.255,435,0.0,435.0,0.0,0.0,0.0,0.0
192.168.10.9,208.185.118.105,11,11.0,0.0,0.0,0.0,0.0,0.0
208.185.118.105,192.168.10.9,10,10.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,69.31.33.224,5,5.0,0.0,0.0,0.0,0.0,0.0
69.31.33.224,192.168.10.9,5,5.0,0.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:03,01:00:0c:cc:cc:cc,592,0.0,0.0,0.0,0.0,0.0,592.0
192.168.10.9,255.255.255.255,11,0.0,11.0,0.0,0.0,0.0,0.0
192.168.10.12,224.0.0.251,823,0.0,823.0,0.0,0.0,0.0,0.0
192.168.10.12,224.0.0.22,1,0.0,0.0,0.0,1.0,0.0,0.0
b8:ac:6f:36:04:e3,33:33:ff:fc:82:3f,11,0.0,0.0,0.0,0.0,0.0,11.0
b8:ac:6f:36:04:e3,ff:ff:ff:ff:ff:ff,91,0.0,0.0,0.0,0.0,91.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:04:e3,1338,0.0,0.0,0.0,0.0,1338.0,0.0
192.168.10.12,192.168.10.3,37539,1713.0,35767.0,6.0,53.0,0.0,0.0
192.168.10.3,192.168.10.12,37083,1309.0,35774.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,33:33:00:00:00:16,55,0.0,0.0,0.0,0.0,0.0,55.0
b8:ac:6f:36:04:e3,33:33:00:00:00:fb,746,0.0,0.0,0.0,0.0,0.0,746.0
b8:ac:6f:36:04:e3,33:33:00:00:00:02,33,0.0,0.0,0.0,0.0,0.0,33.0
192.168.10.9,184.26.44.97,24,24.0,0.0,0.0,0.0,0.0,0.0
184.26.44.97,192.168.10.9,20,20.0,0.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,1336,0.0,0.0,0.0,0.0,1336.0,0.0
192.168.10.12,192.168.10.255,2056,0.0,2056.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,33:33:00:00:00:01,400,0.0,0.0,0.0,0.0,0.0,400.0
00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,173,0.0,0.0,0.0,0.0,173.0,0.0
192.168.10.12,195.21.137.209,1,0.0,1.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.255,5751,0.0,5751.0,0.0,0.0,0.0,0.0
192.168.10.12,96.126.105.86,18,0.0,18.0,0.0,0.0,0.0,0.0
96.126.105.86,192.168.10.12,18,0.0,18.0,0.0,0.0,0.0,0.0
192.168.10.12,199.199.208.25,18,0.0,18.0,0.0,0.0,0.0,0.0
192.168.10.12,204.11.201.12,17,0.0,17.0,0.0,0.0,0.0,0.0
199.199.208.25,192.168.10.12,18,0.0,18.0,0.0,0.0,0.0,0.0
204.11.201.12,192.168.10.12,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.12,255.255.255.255,200,0.0,200.0,0.0,0.0,0.0,0.0
192.168.10.12,45.79.11.217,16,0.0,16.0,0.0,0.0,0.0,0.0
192.168.10.12,129.6.15.28,93,0.0,93.0,0.0,0.0,0.0,0.0
129.6.15.28,192.168.10.12,93,0.0,93.0,0.0,0.0,0.0,0.0
192.168.10.12,216.218.254.202,17,0.0,17.0,0.0,0.0,0.0,0.0
45.79.11.217,192.168.10.12,16,0.0,16.0,0.0,0.0,0.0,0.0
216.218.254.202,192.168.10.12,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.12,208.79.89.249,16,0.0,16.0,0.0,0.0,0.0,0.0
192.168.10.12,72.5.72.15,16,0.0,16.0,0.0,0.0,0.0,0.0
192.168.10.12,152.2.133.52,96,0.0,96.0,0.0,0.0,0.0,0.0
152.2.133.52,192.168.10.12,96,0.0,96.0,0.0,0.0,0.0,0.0
208.79.89.249,192.168.10.12,16,0.0,16.0,0.0,0.0,0.0,0.0
72.5.72.15,192.168.10.12,16,0.0,16.0,0.0,0.0,0.0,0.0
192.168.10.12,208.75.89.4,96,0.0,96.0,0.0,0.0,0.0,0.0
192.168.10.12,108.61.56.35,15,0.0,15.0,0.0,0.0,0.0,0.0
108.61.56.35,192.168.10.12,15,0.0,15.0,0.0,0.0,0.0,0.0
192.168.10.12,91.189.89.198,59,0.0,59.0,0.0,0.0,0.0,0.0
208.75.89.4,192.168.10.12,94,0.0,94.0,0.0,0.0,0.0,0.0
91.189.89.198,192.168.10.12,59,0.0,59.0,0.0,0.0,0.0,0.0
192.168.10.17,224.0.0.251,757,0.0,757.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,33:33:ff:9b:95:67,11,0.0,0.0,0.0,0.0,0.0,11.0
00:23:ae:9b:95:67,33:33:00:00:00:16,109,0.0,0.0,0.0,0.0,0.0,109.0
00:23:ae:9b:95:67,33:33:00:00:00:02,72,0.0,0.0,0.0,0.0,0.0,72.0
00:23:ae:9b:95:67,ff:ff:ff:ff:ff:ff,61,0.0,0.0,0.0,0.0,61.0,0.0
18:66:da:9b:e3:7d,00:23:ae:9b:95:67,1000,0.0,0.0,0.0,0.0,1000.0,0.0
192.168.10.17,192.168.10.3,24087,1377.0,22710.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.17,23751,1043.0,22708.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,33:33:00:00:00:fb,591,0.0,0.0,0.0,0.0,0.0,591.0
192.168.10.17,192.168.10.255,2436,0.0,2436.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,996,0.0,0.0,0.0,0.0,996.0,0.0
00:c1:b1:14:eb:31,00:23:ae:9b:95:67,289,0.0,0.0,0.0,0.0,289.0,0.0
192.168.10.17,38.88.18.251,28,0.0,28.0,0.0,0.0,0.0,0.0
38.88.18.251,192.168.10.17,28,0.0,28.0,0.0,0.0,0.0,0.0
192.168.10.17,45.76.92.117,139,0.0,139.0,0.0,0.0,0.0,0.0
45.76.92.117,192.168.10.17,138,0.0,138.0,0.0,0.0,0.0,0.0
192.168.10.17,45.127.112.2,28,0.0,28.0,0.0,0.0,0.0,0.0
45.127.112.2,192.168.10.17,28,0.0,28.0,0.0,0.0,0.0,0.0
192.168.10.17,67.162.205.205,26,0.0,26.0,0.0,0.0,0.0,0.0
67.162.205.205,192.168.10.17,26,0.0,26.0,0.0,0.0,0.0,0.0
192.168.10.17,199.199.208.25,27,0.0,27.0,0.0,0.0,0.0,0.0
199.199.208.25,192.168.10.17,27,0.0,27.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,ff:ff:ff:ff:ff:ff,278,0.0,0.0,0.0,0.0,278.0,0.0
00:19:b9:0a:69:f1,33:33:00:00:00:16,222,0.0,0.0,0.0,0.0,0.0,222.0
192.168.10.50,224.0.0.22,6,0.0,0.0,0.0,6.0,0.0,0.0
192.168.10.50,224.0.0.251,1952,0.0,1952.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,33:33:ff:2f:ae:4c,37,0.0,0.0,0.0,0.0,0.0,37.0
192.168.10.17,129.6.15.28,26,0.0,26.0,0.0,0.0,0.0,0.0
129.6.15.28,192.168.10.17,26,0.0,26.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,172,0.0,0.0,0.0,0.0,172.0,0.0
00:19:b9:0a:69:f1,33:33:00:00:00:fb,1721,0.0,0.0,0.0,0.0,0.0,1721.0
192.168.10.17,152.2.133.52,26,0.0,26.0,0.0,0.0,0.0,0.0
152.2.133.52,192.168.10.17,26,0.0,26.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,00:19:b9:0a:69:f1,474,0.0,0.0,0.0,0.0,474.0,0.0
192.168.10.50,192.168.10.3,22029,15895.0,5949.0,6.0,179.0,0.0,0.0
192.168.10.3,192.168.10.50,15120,9162.0,5958.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,33:33:00:00:00:02,111,0.0,0.0,0.0,0.0,0.0,111.0
192.168.10.17,91.189.89.199,128,0.0,128.0,0.0,0.0,0.0,0.0
91.189.89.199,192.168.10.17,128,0.0,128.0,0.0,0.0,0.0,0.0
00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,197,0.0,0.0,0.0,0.0,197.0,0.0
192.168.10.50,45.76.92.117,15,0.0,15.0,0.0,0.0,0.0,0.0
45.76.92.117,192.168.10.50,14,0.0,14.0,0.0,0.0,0.0,0.0
192.168.10.50,45.127.112.2,22,0.0,22.0,0.0,0.0,0.0,0.0
45.127.112.2,192.168.10.50,22,0.0,22.0,0.0,0.0,0.0,0.0
192.168.10.50,129.6.15.28,32,0.0,32.0,0.0,0.0,0.0,0.0
129.6.15.28,192.168.10.50,32,0.0,32.0,0.0,0.0,0.0,0.0
192.168.10.50,152.2.133.52,32,0.0,32.0,0.0,0.0,0.0,0.0
192.168.10.50,67.162.205.205,15,0.0,15.0,0.0,0.0,0.0,0.0
192.168.10.50,204.2.134.163,21,0.0,21.0,0.0,0.0,0.0,0.0
152.2.133.52,192.168.10.50,32,0.0,32.0,0.0,0.0,0.0,0.0
67.162.205.205,192.168.10.50,11,0.0,11.0,0.0,0.0,0.0,0.0
204.2.134.163,192.168.10.50,21,0.0,21.0,0.0,0.0,0.0,0.0
192.168.10.17,45.76.244.202,26,0.0,26.0,0.0,0.0,0.0,0.0
45.76.244.202,192.168.10.17,26,0.0,26.0,0.0,0.0,0.0,0.0
192.168.10.50,69.89.207.99,32,0.0,32.0,0.0,0.0,0.0,0.0
192.168.10.50,96.126.105.86,28,0.0,28.0,0.0,0.0,0.0,0.0
192.168.10.50,38.88.18.251,17,0.0,17.0,0.0,0.0,0.0,0.0
192.168.10.50,208.75.89.4,21,0.0,21.0,0.0,0.0,0.0,0.0
96.126.105.86,192.168.10.50,27,0.0,27.0,0.0,0.0,0.0,0.0
69.89.207.99,192.168.10.50,32,0.0,32.0,0.0,0.0,0.0,0.0
208.75.89.4,192.168.10.50,20,0.0,20.0,0.0,0.0,0.0,0.0
192.168.10.17,91.189.91.157,128,0.0,128.0,0.0,0.0,0.0,0.0
38.88.18.251,192.168.10.50,17,0.0,17.0,0.0,0.0,0.0,0.0
91.189.91.157,192.168.10.17,128,0.0,128.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.255,3980,0.0,3980.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,b8:ac:6f:36:04:e3,690,0.0,0.0,0.0,0.0,690.0,0.0
192.168.10.12,192.168.10.50,6339,6111.0,228.0,0.0,0.0,0.0,0.0
192.168.10.17,69.89.207.99,26,0.0,26.0,0.0,0.0,0.0,0.0
69.89.207.99,192.168.10.17,26,0.0,26.0,0.0,0.0,0.0,0.0
192.168.10.17,96.126.105.86,22,0.0,22.0,0.0,0.0,0.0,0.0
96.126.105.86,192.168.10.17,22,0.0,22.0,0.0,0.0,0.0,0.0
192.168.10.17,45.79.11.217,26,0.0,26.0,0.0,0.0,0.0,0.0
45.79.11.217,192.168.10.17,26,0.0,26.0,0.0,0.0,0.0,0.0
192.168.10.17,216.218.254.202,26,0.0,26.0,0.0,0.0,0.0,0.0
216.218.254.202,192.168.10.17,26,0.0,26.0,0.0,0.0,0.0,0.0
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,706,0.0,0.0,0.0,0.0,706.0,0.0
192.168.10.17,208.79.89.249,25,0.0,25.0,0.0,0.0,0.0,0.0
192.168.10.17,208.75.89.4,25,0.0,25.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,33:33:00:00:00:01,1132,0.0,0.0,0.0,0.0,0.0,1132.0
208.75.89.4,192.168.10.17,24,0.0,24.0,0.0,0.0,0.0,0.0
208.79.89.249,192.168.10.17,23,0.0,23.0,0.0,0.0,0.0,0.0
192.168.10.50,255.255.255.255,566,0.0,566.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,562,0.0,0.0,0.0,0.0,0.0,562.0
192.168.10.17,91.189.89.198,128,0.0,128.0,0.0,0.0,0.0,0.0
192.168.10.17,204.2.134.163,25,0.0,25.0,0.0,0.0,0.0,0.0
91.189.89.198,192.168.10.17,127,0.0,127.0,0.0,0.0,0.0,0.0
204.2.134.163,192.168.10.17,25,0.0,25.0,0.0,0.0,0.0,0.0
192.168.10.17,208.75.88.4,25,0.0,25.0,0.0,0.0,0.0,0.0
208.75.88.4,192.168.10.17,25,0.0,25.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,287,0.0,0.0,0.0,0.0,287.0,0.0
00:25:00:a8:c4:60,ff:ff:ff:ff:ff:ff,485,0.0,0.0,0.0,0.0,485.0,0.0
00:c1:b1:14:eb:31,00:25:00:a8:c4:60,19,0.0,0.0,0.0,0.0,19.0,0.0
18:66:da:9b:e3:7d,00:25:00:a8:c4:60,521,0.0,0.0,0.0,0.0,521.0,0.0
192.168.10.25,192.168.10.3,24978,6896.0,18082.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.25,22208,4126.0,18082.0,0.0,0.0,0.0,0.0
192.168.10.25,224.0.0.251,1045,0.0,1041.0,0.0,4.0,0.0,0.0
192.168.10.25,17.253.20.253,297,0.0,297.0,0.0,0.0,0.0,0.0
17.253.20.253,192.168.10.25,297,0.0,297.0,0.0,0.0,0.0,0.0
192.168.10.25,17.253.20.125,4,0.0,4.0,0.0,0.0,0.0,0.0
17.253.20.125,192.168.10.25,4,0.0,4.0,0.0,0.0,0.0,0.0
192.168.10.25,17.253.24.253,4,0.0,4.0,0.0,0.0,0.0,0.0
17.253.24.253,192.168.10.25,4,0.0,4.0,0.0,0.0,0.0,0.0
192.168.10.25,17.253.14.253,4,0.0,4.0,0.0,0.0,0.0,0.0
17.253.14.253,192.168.10.25,4,0.0,4.0,0.0,0.0,0.0,0.0
192.168.10.25,17.253.14.125,4,0.0,4.0,0.0,0.0,0.0,0.0
17.253.14.125,192.168.10.25,4,0.0,4.0,0.0,0.0,0.0,0.0
104.97.95.20,192.168.10.14,138,138.0,0.0,0.0,0.0,0.0,0.0
23.217.36.24,192.168.10.14,147,147.0,0.0,0.0,0.0,0.0,0.0
23.50.69.163,192.168.10.14,60,60.0,0.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,468,0.0,0.0,0.0,0.0,468.0,0.0
00:25:00:a8:c4:60,18:66:da:9b:e3:7d,472,0.0,0.0,0.0,0.0,472.0,0.0
192.168.10.9,208.185.118.89,5,5.0,0.0,0.0,0.0,0.0,0.0
208.185.118.89,192.168.10.9,3,3.0,0.0,0.0,0.0,0.0,0.0
192.168.10.3,65.55.44.109,92,92.0,0.0,0.0,0.0,0.0,0.0
65.55.44.109,192.168.10.3,72,72.0,0.0,0.0,0.0,0.0,0.0
192.168.10.25,192.168.10.255,2851,0.0,2851.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,194,0.0,0.0,0.0,0.0,194.0,0.0
192.168.10.50,52.216.32.171,29,29.0,0.0,0.0,0.0,0.0,0.0
52.216.32.171,192.168.10.50,31,31.0,0.0,0.0,0.0,0.0,0.0
192.168.10.50,91.189.92.191,12,12.0,0.0,0.0,0.0,0.0,0.0
192.168.10.50,91.189.88.161,142,142.0,0.0,0.0,0.0,0.0,0.0
192.168.10.50,91.189.95.83,16,16.0,0.0,0.0,0.0,0.0,0.0
91.189.92.191,192.168.10.50,8,8.0,0.0,0.0,0.0,0.0,0.0
91.189.88.161,192.168.10.50,156,156.0,0.0,0.0,0.0,0.0,0.0
91.189.95.83,192.168.10.50,10,10.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,52.216.32.171,26,26.0,0.0,0.0,0.0,0.0,0.0
52.216.32.171,192.168.10.12,32,32.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,91.189.95.83,18,18.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,91.189.88.162,521,521.0,0.0,0.0,0.0,0.0,0.0
91.189.95.83,192.168.10.12,17,17.0,0.0,0.0,0.0,0.0,0.0
91.189.88.162,192.168.10.12,648,648.0,0.0,0.0,0.0,0.0,0.0
192.168.10.3,224.0.1.24,168,0.0,168.0,0.0,0.0,0.0,0.0
00:25:00:a8:c4:60,b8:ac:6f:36:04:e3,98,0.0,0.0,0.0,0.0,98.0,0.0
192.168.10.12,192.168.10.25,3252,2920.0,332.0,0.0,0.0,0.0,0.0
192.168.10.25,192.168.10.12,5412,5412.0,0.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,b8:ac:6f:1d:1f:6c,179,0.0,0.0,0.0,0.0,179.0,0.0
192.168.10.9,192.168.10.50,5435,5433.0,2.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.9,5877,5875.0,2.0,0.0,0.0,0.0,0.0
192.168.10.9,74.125.29.109,43,43.0,0.0,0.0,0.0,0.0,0.0
74.125.29.109,192.168.10.9,53,53.0,0.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.12,6070,6056.0,14.0,0.0,0.0,0.0,0.0
192.168.10.12,74.125.29.108,56,56.0,0.0,0.0,0.0,0.0,0.0
74.125.29.108,192.168.10.12,68,68.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,63.144.176.33,19,19.0,0.0,0.0,0.0,0.0,0.0
63.144.176.33,192.168.10.12,16,16.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,198.105.244.11,2,2.0,0.0,0.0,0.0,0.0,0.0
198.105.244.11,192.168.10.12,2,2.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,198.105.254.11,2,2.0,0.0,0.0,0.0,0.0,0.0
198.105.254.11,192.168.10.12,2,2.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,172.217.10.238,1268,1268.0,0.0,0.0,0.0,0.0,0.0
172.217.10.238,192.168.10.12,1491,1491.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,172.217.11.14,2174,2174.0,0.0,0.0,0.0,0.0,0.0
172.217.11.14,192.168.10.12,3338,3338.0,0.0,0.0,0.0,0.0,0.0
192.168.10.50,91.189.95.15,5,5.0,0.0,0.0,0.0,0.0,0.0
91.189.95.15,192.168.10.50,5,5.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,23.210.202.27,208,208.0,0.0,0.0,0.0,0.0,0.0
23.210.202.27,192.168.10.9,184,184.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,52.35.5.132,33,33.0,0.0,0.0,0.0,0.0,0.0
52.35.5.132,192.168.10.12,26,26.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,72.21.91.29,3425,3425.0,0.0,0.0,0.0,0.0,0.0
72.21.91.29,192.168.10.12,2729,2729.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,104.88.29.71,47,47.0,0.0,0.0,0.0,0.0,0.0
104.88.29.71,192.168.10.9,42,42.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,216.58.217.99,188,188.0,0.0,0.0,0.0,0.0,0.0
216.58.217.99,192.168.10.9,318,318.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,172.217.11.14,1537,1537.0,0.0,0.0,0.0,0.0,0.0
172.217.11.14,192.168.10.9,2072,2072.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,172.217.6.227,458,458.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,172.217.3.99,246,246.0,0.0,0.0,0.0,0.0,0.0
172.217.6.227,192.168.10.9,670,670.0,0.0,0.0,0.0,0.0,0.0
172.217.3.99,192.168.10.9,343,343.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,52.39.237.157,31,31.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,172.217.10.3,98,98.0,0.0,0.0,0.0,0.0,0.0
172.217.10.3,192.168.10.9,105,105.0,0.0,0.0,0.0,0.0,0.0
52.39.237.157,192.168.10.9,29,29.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,35.164.51.247,24,24.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,72.21.91.29,2669,2669.0,0.0,0.0,0.0,0.0,0.0
72.21.91.29,192.168.10.9,2258,2258.0,0.0,0.0,0.0,0.0,0.0
35.164.51.247,192.168.10.9,21,21.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,35.167.184.4,15,15.0,0.0,0.0,0.0,0.0,0.0
35.167.184.4,192.168.10.9,14,14.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,172.217.10.238,2209,2209.0,0.0,0.0,0.0,0.0,0.0
172.217.10.238,192.168.10.9,3281,3281.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,172.217.10.46,140,140.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,54.192.37.14,21,21.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,54.192.37.184,9,9.0,0.0,0.0,0.0,0.0,0.0
172.217.10.46,192.168.10.9,140,140.0,0.0,0.0,0.0,0.0,0.0
54.192.37.14,192.168.10.9,21,21.0,0.0,0.0,0.0,0.0,0.0
54.192.37.184,192.168.10.9,8,8.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,35.164.147.83,79,79.0,0.0,0.0,0.0,0.0,0.0
35.164.147.83,192.168.10.12,74,74.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,54.192.37.119,104,104.0,0.0,0.0,0.0,0.0,0.0
54.192.37.119,192.168.10.12,110,110.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,54.192.37.41,29,29.0,0.0,0.0,0.0,0.0,0.0
54.192.37.41,192.168.10.12,29,29.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,216.58.217.68,58,58.0,0.0,0.0,0.0,0.0,0.0
216.58.217.68,192.168.10.9,60,60.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,23.50.75.27,2994,2994.0,0.0,0.0,0.0,0.0,0.0
23.50.75.27,192.168.10.9,2535,2535.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,35.165.158.113,14,14.0,0.0,0.0,0.0,0.0,0.0
35.165.158.113,192.168.10.9,13,13.0,0.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,33:33:ff:9b:ad:b3,24,0.0,0.0,0.0,0.0,0.0,24.0
192.168.10.19,224.0.0.251,742,0.0,742.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,ff:ff:ff:ff:ff:ff,101,0.0,0.0,0.0,0.0,101.0,0.0
18:66:da:9b:e3:7d,00:23:ae:9b:ad:b3,922,0.0,0.0,0.0,0.0,922.0,0.0
192.168.10.19,192.168.10.3,19698,1344.0,18062.0,292.0,0.0,0.0,0.0
192.168.10.3,192.168.10.19,19072,1016.0,18056.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,33:33:00:00:00:16,109,0.0,0.0,0.0,0.0,0.0,109.0
00:23:ae:9b:ad:b3,33:33:00:00:00:02,74,0.0,0.0,0.0,0.0,0.0,74.0
192.168.10.19,192.168.10.255,2398,0.0,2398.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,b8:ac:6f:36:04:e3,192,0.0,0.0,0.0,0.0,192.0,0.0
192.168.10.12,192.168.10.19,192,0.0,192.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,33:33:00:00:00:fb,598,0.0,0.0,0.0,0.0,0.0,598.0
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,918,0.0,0.0,0.0,0.0,918.0,0.0
00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,287,0.0,0.0,0.0,0.0,287.0,0.0
192.168.10.19,184.105.182.7,28,0.0,28.0,0.0,0.0,0.0,0.0
184.105.182.7,192.168.10.19,28,0.0,28.0,0.0,0.0,0.0,0.0
192.168.10.19,97.127.97.146,27,0.0,27.0,0.0,0.0,0.0,0.0
97.127.97.146,192.168.10.19,26,0.0,26.0,0.0,0.0,0.0,0.0
192.168.10.19,38.126.113.11,28,0.0,28.0,0.0,0.0,0.0,0.0
38.126.113.11,192.168.10.19,28,0.0,28.0,0.0,0.0,0.0,0.0
192.168.10.19,138.68.46.177,27,0.0,27.0,0.0,0.0,0.0,0.0
138.68.46.177,192.168.10.19,27,0.0,27.0,0.0,0.0,0.0,0.0
192.168.10.19,209.208.79.69,27,0.0,27.0,0.0,0.0,0.0,0.0
209.208.79.69,192.168.10.19,27,0.0,27.0,0.0,0.0,0.0,0.0
192.168.10.19,73.37.183.90,26,0.0,26.0,0.0,0.0,0.0,0.0
73.37.183.90,192.168.10.19,26,0.0,26.0,0.0,0.0,0.0,0.0
192.168.10.19,208.75.89.4,26,0.0,26.0,0.0,0.0,0.0,0.0
192.168.10.12,54.186.39.123,41,41.0,0.0,0.0,0.0,0.0,0.0
208.75.89.4,192.168.10.19,25,0.0,25.0,0.0,0.0,0.0,0.0
54.186.39.123,192.168.10.12,35,35.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,54.148.59.150,71,71.0,0.0,0.0,0.0,0.0,0.0
