Src,Dst,Total,TCP,UDP,ICMP,othProto,ARP,others
104.131.53.252,192.168.10.19,12,0.0,12.0,0.0,0.0,0.0,0.0
4.53.160.75,192.168.10.19,7,0.0,7.0,0.0,0.0,0.0,0.0
208.81.1.244,192.168.10.19,7,0.0,7.0,0.0,0.0,0.0,0.0
b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,3852,0.0,0.0,0.0,0.0,3852.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,1391,0.0,0.0,0.0,0.0,1391.0,0.0
192.168.10.9,192.168.10.3,32767,2011.0,30756.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.9,32364,1744.0,30620.0,0.0,0.0,0.0,0.0
192.168.10.15,13.107.4.50,1056451,1056451.0,0.0,0.0,0.0,0.0,0.0
13.107.4.50,192.168.10.15,1425246,1425246.0,0.0,0.0,0.0,0.0,0.0
192.168.10.19,91.189.91.157,97,0.0,97.0,0.0,0.0,0.0,0.0
91.189.91.157,192.168.10.19,97,0.0,97.0,0.0,0.0,0.0,0.0
192.168.10.19,138.236.128.36,12,0.0,12.0,0.0,0.0,0.0,0.0
138.236.128.36,192.168.10.19,12,0.0,12.0,0.0,0.0,0.0,0.0
192.168.10.14,209.48.71.168,107,107.0,0.0,0.0,0.0,0.0,0.0
209.48.71.168,192.168.10.14,101,101.0,0.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,1106,0.0,0.0,0.0,0.0,1106.0,0.0
00:19:b9:0a:69:f1,00:23:ae:9b:95:67,218,0.0,0.0,0.0,0.0,218.0,0.0
00:23:ae:9b:95:67,00:19:b9:0a:69:f1,218,0.0,0.0,0.0,0.0,218.0,0.0
192.168.10.16,192.168.10.3,24268,1266.0,22968.0,0.0,34.0,0.0,0.0
192.168.10.3,192.168.10.16,23929,963.0,22966.0,0.0,0.0,0.0,0.0
192.168.10.19,192.154.108.74,12,0.0,12.0,0.0,0.0,0.0,0.0
192.154.108.74,192.168.10.19,12,0.0,12.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,572,0.0,0.0,0.0,0.0,0.0,572.0
192.168.10.3,192.168.10.1,66737,0.0,66737.0,0.0,0.0,0.0,0.0
192.168.10.1,192.168.10.3,66737,0.0,66731.0,6.0,0.0,0.0,0.0
192.168.10.19,91.189.89.198,97,0.0,97.0,0.0,0.0,0.0,0.0
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,312,0.0,0.0,0.0,0.0,312.0,0.0
00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,313,0.0,0.0,0.0,0.0,313.0,0.0
91.189.89.198,192.168.10.19,97,0.0,97.0,0.0,0.0,0.0,0.0
192.168.10.8,192.168.10.3,51175,2251.0,48924.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.8,50755,1915.0,48840.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:05,01:00:0c:cc:cc:cc,571,0.0,0.0,0.0,0.0,0.0,571.0
00:c1:b1:14:eb:31,00:23:ae:9b:95:67,238,0.0,0.0,0.0,0.0,238.0,0.0
192.168.10.17,209.133.217.165,8,0.0,8.0,0.0,0.0,0.0,0.0
209.133.217.165,192.168.10.17,8,0.0,8.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,572,0.0,0.0,0.0,0.0,0.0,572.0
192.168.10.16,224.0.0.251,547,0.0,547.0,0.0,0.0,0.0,0.0
192.168.10.17,198.55.111.50,16,0.0,16.0,0.0,0.0,0.0,0.0
198.55.111.50,192.168.10.17,16,0.0,16.0,0.0,0.0,0.0,0.0
192.168.10.16,192.168.10.255,2123,0.0,2123.0,0.0,0.0,0.0,0.0
00:23:ae:9b:8a:bf,33:33:00:00:00:01,180,0.0,0.0,0.0,0.0,0.0,180.0
192.168.10.5,192.168.10.3,33348,2816.0,30532.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.5,28041,2423.0,25618.0,0.0,0.0,0.0,0.0
192.168.10.17,45.79.109.111,16,0.0,16.0,0.0,0.0,0.0,0.0
45.79.109.111,192.168.10.17,16,0.0,16.0,0.0,0.0,0.0,0.0
00:23:ae:9b:8a:bf,33:33:00:00:00:fb,547,0.0,0.0,0.0,0.0,0.0,547.0
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,40,0.0,0.0,0.0,0.0,40.0,0.0
00:c1:b1:14:eb:31,b8:ac:6f:36:07:ee,40,0.0,0.0,0.0,0.0,40.0,0.0
192.168.10.17,104.131.53.252,16,0.0,16.0,0.0,0.0,0.0,0.0
104.131.53.252,192.168.10.17,16,0.0,16.0,0.0,0.0,0.0,0.0
192.168.10.17,144.217.148.73,16,0.0,16.0,0.0,0.0,0.0,0.0
144.217.148.73,192.168.10.17,16,0.0,16.0,0.0,0.0,0.0,0.0
192.168.10.16,255.255.255.255,90,0.0,90.0,0.0,0.0,0.0,0.0
192.168.10.17,199.182.221.110,16,0.0,16.0,0.0,0.0,0.0,0.0
199.182.221.110,192.168.10.17,16,0.0,16.0,0.0,0.0,0.0,0.0
192.168.10.16,91.189.88.161,980,980.0,0.0,0.0,0.0,0.0,0.0
91.189.88.161,192.168.10.16,1244,1244.0,0.0,0.0,0.0,0.0,0.0
192.168.10.17,144.217.240.204,15,0.0,15.0,0.0,0.0,0.0,0.0
144.217.240.204,192.168.10.17,15,0.0,15.0,0.0,0.0,0.0,0.0
192.168.10.15,192.168.10.3,35394,2820.0,32574.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.15,29028,2410.0,26618.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:08:f5,33:33:00:01:00:02,6353,0.0,0.0,0.0,0.0,0.0,6353.0
192.168.10.17,206.108.0.132,15,0.0,15.0,0.0,0.0,0.0,0.0
206.108.0.132,192.168.10.17,15,0.0,15.0,0.0,0.0,0.0,0.0
192.168.10.14,192.168.10.3,37211,2805.0,34406.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.14,29996,2386.0,27610.0,0.0,0.0,0.0,0.0
192.168.10.17,91.189.91.157,101,0.0,101.0,0.0,0.0,0.0,0.0
91.189.91.157,192.168.10.17,101,0.0,101.0,0.0,0.0,0.0,0.0
00:1e:4f:d4:ca:28,33:33:00:01:00:02,7155,0.0,0.0,0.0,0.0,0.0,7155.0
192.168.10.17,207.210.46.249,14,0.0,14.0,0.0,0.0,0.0,0.0
207.210.46.249,192.168.10.17,14,0.0,14.0,0.0,0.0,0.0,0.0
192.168.10.15,64.4.54.254,525,525.0,0.0,0.0,0.0,0.0,0.0
64.4.54.254,192.168.10.15,407,407.0,0.0,0.0,0.0,0.0,0.0
192.168.10.17,158.69.223.100,14,0.0,14.0,0.0,0.0,0.0,0.0
158.69.223.100,192.168.10.17,14,0.0,14.0,0.0,0.0,0.0,0.0
192.168.10.19,198.55.111.50,7,0.0,7.0,0.0,0.0,0.0,0.0
198.55.111.50,192.168.10.19,7,0.0,7.0,0.0,0.0,0.0,0.0
192.168.10.19,45.79.109.111,7,0.0,7.0,0.0,0.0,0.0,0.0
45.79.109.111,192.168.10.19,7,0.0,7.0,0.0,0.0,0.0,0.0
192.168.10.17,91.189.89.198,101,0.0,101.0,0.0,0.0,0.0,0.0
192.168.10.14,65.55.138.111,8,8.0,0.0,0.0,0.0,0.0,0.0
91.189.89.198,192.168.10.17,101,0.0,101.0,0.0,0.0,0.0,0.0
65.55.138.111,192.168.10.14,6,6.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,224.0.0.251,473,0.0,473.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,563,0.0,0.0,0.0,0.0,0.0,563.0
192.168.10.14,23.194.182.93,74,74.0,0.0,0.0,0.0,0.0,0.0
23.194.182.93,192.168.10.14,75,75.0,0.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,33:33:00:00:00:fb,473,0.0,0.0,0.0,0.0,0.0,473.0
192.168.10.14,40.70.221.249,102,102.0,0.0,0.0,0.0,0.0,0.0
40.70.221.249,192.168.10.14,77,77.0,0.0,0.0,0.0,0.0,0.0
192.168.10.14,65.55.44.109,266,266.0,0.0,0.0,0.0,0.0,0.0
65.55.44.109,192.168.10.14,215,215.0,0.0,0.0,0.0,0.0,0.0
192.168.10.17,208.81.1.244,14,0.0,14.0,0.0,0.0,0.0,0.0
208.81.1.244,192.168.10.17,14,0.0,14.0,0.0,0.0,0.0,0.0
192.168.10.14,134.170.51.247,213,213.0,0.0,0.0,0.0,0.0,0.0
134.170.51.247,192.168.10.14,272,272.0,0.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,1288,0.0,0.0,0.0,0.0,1288.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:08:f5,1560,0.0,0.0,0.0,0.0,1560.0,0.0
192.168.10.15,131.253.61.82,44,44.0,0.0,0.0,0.0,0.0,0.0
131.253.61.82,192.168.10.15,47,47.0,0.0,0.0,0.0,0.0,0.0
192.168.10.14,165.254.0.90,119,119.0,0.0,0.0,0.0,0.0,0.0
165.254.0.90,192.168.10.14,162,162.0,0.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,819,0.0,0.0,0.0,0.0,819.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,1380,0.0,0.0,0.0,0.0,1380.0,0.0
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,1380,0.0,0.0,0.0,0.0,1380.0,0.0
00:c1:b1:14:eb:31,18:66:da:9b:e3:7d,821,0.0,0.0,0.0,0.0,821.0,0.0
192.168.10.17,91.189.89.199,102,0.0,102.0,0.0,0.0,0.0,0.0
91.189.89.199,192.168.10.17,102,0.0,102.0,0.0,0.0,0.0,0.0
192.168.10.17,206.108.0.134,13,0.0,13.0,0.0,0.0,0.0,0.0
206.108.0.134,192.168.10.17,13,0.0,13.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,601,0.0,0.0,0.0,0.0,0.0,601.0
192.168.10.17,159.203.8.72,14,0.0,14.0,0.0,0.0,0.0,0.0
159.203.8.72,192.168.10.17,14,0.0,14.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:11,01:00:0c:cc:cc:cc,562,0.0,0.0,0.0,0.0,0.0,562.0
192.168.10.17,99.224.25.39,10,0.0,10.0,0.0,0.0,0.0,0.0
192.168.10.17,128.100.100.128,13,0.0,13.0,0.0,0.0,0.0,0.0
128.100.100.128,192.168.10.17,13,0.0,13.0,0.0,0.0,0.0,0.0
99.224.25.39,192.168.10.17,10,0.0,10.0,0.0,0.0,0.0,0.0
23.61.187.27,192.168.10.15,797,797.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,23.61.187.27,926,926.0,0.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,555,0.0,0.0,0.0,0.0,0.0,555.0
192.168.10.12,91.189.89.199,8,0.0,8.0,0.0,0.0,0.0,0.0
192.168.10.12,209.133.217.165,9,0.0,9.0,0.0,0.0,0.0,0.0
209.133.217.165,192.168.10.12,9,0.0,9.0,0.0,0.0,0.0,0.0
91.189.89.199,192.168.10.12,8,0.0,8.0,0.0,0.0,0.0,0.0
192.168.10.14,104.88.33.160,20,20.0,0.0,0.0,0.0,0.0,0.0
104.88.33.160,192.168.10.14,20,20.0,0.0,0.0,0.0,0.0,0.0
192.168.10.14,40.77.226.220,19,19.0,0.0,0.0,0.0,0.0,0.0
40.77.226.220,192.168.10.14,15,15.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,208.81.1.244,10,0.0,10.0,0.0,0.0,0.0,0.0
192.168.10.12,4.53.160.75,9,0.0,9.0,0.0,0.0,0.0,0.0
192.168.10.12,66.228.59.187,68,0.0,68.0,0.0,0.0,0.0,0.0
192.168.10.12,138.236.128.36,18,0.0,18.0,0.0,0.0,0.0,0.0
192.168.10.12,192.154.108.74,68,0.0,68.0,0.0,0.0,0.0,0.0
4.53.160.75,192.168.10.12,9,0.0,9.0,0.0,0.0,0.0,0.0
138.236.128.36,192.168.10.12,18,0.0,18.0,0.0,0.0,0.0,0.0
208.81.1.244,192.168.10.12,10,0.0,10.0,0.0,0.0,0.0,0.0
66.228.59.187,192.168.10.12,66,0.0,66.0,0.0,0.0,0.0,0.0
192.154.108.74,192.168.10.12,68,0.0,68.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:0f,01:00:0c:cc:cc:cc,565,0.0,0.0,0.0,0.0,0.0,565.0
192.168.10.14,23.217.36.24,55,55.0,0.0,0.0,0.0,0.0,0.0
23.217.36.24,192.168.10.14,58,58.0,0.0,0.0,0.0,0.0,0.0
70:6e:6d:1d:bb:06,01:00:0c:cc:cc:cc,572,0.0,0.0,0.0,0.0,0.0,572.0
192.168.10.14,13.107.4.50,835598,835598.0,0.0,0.0,0.0,0.0,0.0
13.107.4.50,192.168.10.14,1081052,1081052.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,173.255.246.13,9,0.0,9.0,0.0,0.0,0.0,0.0
192.168.10.12,198.55.111.50,8,0.0,8.0,0.0,0.0,0.0,0.0
173.255.246.13,192.168.10.12,9,0.0,9.0,0.0,0.0,0.0,0.0
198.55.111.50,192.168.10.12,8,0.0,8.0,0.0,0.0,0.0,0.0
192.168.10.12,99.224.25.39,8,0.0,8.0,0.0,0.0,0.0,0.0
192.168.10.12,104.131.53.252,68,0.0,68.0,0.0,0.0,0.0,0.0
192.168.10.12,45.79.109.111,14,0.0,14.0,0.0,0.0,0.0,0.0
192.168.10.12,204.9.54.119,67,0.0,67.0,0.0,0.0,0.0,0.0
104.131.53.252,192.168.10.12,68,0.0,68.0,0.0,0.0,0.0,0.0
204.9.54.119,192.168.10.12,67,0.0,67.0,0.0,0.0,0.0,0.0
99.224.25.39,192.168.10.12,8,0.0,8.0,0.0,0.0,0.0,0.0
45.79.109.111,192.168.10.12,14,0.0,14.0,0.0,0.0,0.0,0.0
192.168.10.12,38.126.113.10,9,0.0,9.0,0.0,0.0,0.0,0.0
192.168.10.12,192.168.10.255,2028,0.0,2028.0,0.0,0.0,0.0,0.0
192.168.10.19,192.168.10.255,2169,0.0,2169.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.12,7318,7108.0,210.0,0.0,0.0,0.0,0.0
192.168.10.12,192.168.10.50,7148,7144.0,4.0,0.0,0.0,0.0,0.0
38.126.113.10,192.168.10.12,9,0.0,9.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,137,0.0,0.0,0.0,0.0,137.0,0.0
00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,137,0.0,0.0,0.0,0.0,137.0,0.0
192.168.10.50,192.168.10.3,26154,15792.0,10215.0,0.0,147.0,0.0,0.0
192.168.10.3,192.168.10.50,19158,8942.0,10216.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,b8:ac:6f:36:0a:8b,1139,0.0,0.0,0.0,0.0,1139.0,0.0
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,830,0.0,0.0,0.0,0.0,830.0,0.0
192.168.10.19,204.9.54.119,6,0.0,6.0,0.0,0.0,0.0,0.0
204.9.54.119,192.168.10.19,6,0.0,6.0,0.0,0.0,0.0,0.0
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,236,0.0,0.0,0.0,0.0,236.0,0.0
65.55.138.111,192.168.10.15,8,8.0,0.0,0.0,0.0,0.0,0.0
00:c1:b1:14:eb:31,b8:ac:6f:1d:1f:6c,353,0.0,0.0,0.0,0.0,353.0,0.0
192.168.10.9,2.16.4.144,24,24.0,0.0,0.0,0.0,0.0,0.0
2.16.4.144,192.168.10.9,22,22.0,0.0,0.0,0.0,0.0,0.0
192.168.10.50,129.6.15.29,29,0.0,29.0,0.0,0.0,0.0,0.0
129.6.15.29,192.168.10.50,29,0.0,29.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,b8:ac:6f:1d:1f:6c,220,0.0,0.0,0.0,0.0,220.0,0.0
192.168.10.9,192.168.10.50,6412,6412.0,0.0,0.0,0.0,0.0,0.0
192.168.10.50,192.168.10.9,6860,6860.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,52.197.242.182,12,12.0,0.0,0.0,0.0,0.0,0.0
192.168.10.16,104.131.53.252,82,0.0,82.0,0.0,0.0,0.0,0.0
104.131.53.252,192.168.10.16,82,0.0,82.0,0.0,0.0,0.0,0.0
52.197.242.182,192.168.10.9,12,12.0,0.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,00:1e:4f:d4:ca:28,1322,0.0,0.0,0.0,0.0,1322.0,0.0
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,1322,0.0,0.0,0.0,0.0,1322.0,0.0
192.168.10.19,192.168.10.3,23224,1232.0,21992.0,0.0,0.0,0.0,0.0
192.168.10.3,192.168.10.19,22926,936.0,21990.0,0.0,0.0,0.0,0.0
192.168.10.9,54.65.28.113,12,12.0,0.0,0.0,0.0,0.0,0.0
54.65.28.113,192.168.10.9,12,12.0,0.0,0.0,0.0,0.0,0.0
192.168.10.16,45.79.109.111,11,0.0,11.0,0.0,0.0,0.0,0.0
45.79.109.111,192.168.10.16,11,0.0,11.0,0.0,0.0,0.0,0.0
192.168.10.9,173.194.206.108,41,41.0,0.0,0.0,0.0,0.0,0.0
173.194.206.108,192.168.10.9,51,51.0,0.0,0.0,0.0,0.0,0.0
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,1046,0.0,0.0,0.0,0.0,1046.0,0.0
192.168.10.16,192.154.108.74,82,0.0,82.0,0.0,0.0,0.0,0.0
192.168.10.16,66.228.59.187,81,0.0,81.0,0.0,0.0,0.0,0.0
66.228.59.187,192.168.10.16,80,0.0,80.0,0.0,0.0,0.0,0.0
192.168.10.19,173.255.246.13,6,0.0,6.0,0.0,0.0,0.0,0.0
192.154.108.74,192.168.10.16,82,0.0,82.0,0.0,0.0,0.0,0.0
173.255.246.13,192.168.10.19,6,0.0,6.0,0.0,0.0,0.0,0.0
192.168.10.9,172.217.10.238,314,314.0,0.0,0.0,0.0,0.0,0.0
172.217.10.238,192.168.10.9,306,306.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,172.217.11.46,322,322.0,0.0,0.0,0.0,0.0,0.0
172.217.11.46,192.168.10.9,276,276.0,0.0,0.0,0.0,0.0,0.0
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,166,0.0,0.0,0.0,0.0,166.0,0.0
00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,166,0.0,0.0,0.0,0.0,166.0,0.0
192.168.10.9,172.217.12.174,937,937.0,0.0,0.0,0.0,0.0,0.0
172.217.12.174,192.168.10.9,930,930.0,0.0,0.0,0.0,0.0,0.0
192.168.10.16,206.108.0.134,8,0.0,8.0,0.0,0.0,0.0,0.0
206.108.0.134,192.168.10.16,8,0.0,8.0,0.0,0.0,0.0,0.0
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,157,0.0,0.0,0.0,0.0,157.0,0.0
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,157,0.0,0.0,0.0,0.0,157.0,0.0
192.168.10.19,91.189.89.199,97,0.0,97.0,0.0,0.0,0.0,0.0
91.189.89.199,192.168.10.19,97,0.0,97.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,00:23:ae:9b:ad:b3,1030,0.0,0.0,0.0,0.0,1030.0,0.0
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,1028,0.0,0.0,0.0,0.0,1028.0,0.0
192.168.10.9,52.33.209.128,15,15.0,0.0,0.0,0.0,0.0,0.0
52.33.209.128,192.168.10.9,14,14.0,0.0,0.0,0.0,0.0,0.0
192.168.10.9,72.21.91.29,3784,3784.0,0.0,0.0,0.0,0.0,0.0
72.21.91.29,192.168.10.9,3191,3191.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,137.116.74.190,28,28.0,0.0,0.0,0.0,0.0,0.0
137.116.74.190,192.168.10.15,22,22.0,0.0,0.0,0.0,0.0,0.0
137.116.74.190,192.168.10.14,13,13.0,0.0,0.0,0.0,0.0,0.0
18:66:da:9b:e3:7d,00:23:ae:9b:8a:bf,1350,0.0,0.0,0.0,0.0,1350.0,0.0
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,1350,0.0,0.0,0.0,0.0,1350.0,0.0
192.168.10.19,66.228.59.187,11,0.0,11.0,0.0,0.0,0.0,0.0
b8:ac:6f:36:08:f5,33:33:00:00:00:16,48,0.0,0.0,0.0,0.0,0.0,48.0
192.168.10.8,224.0.0.22,4,0.0,0.0,0.0,4.0,0.0,0.0
66.228.59.187,192.168.10.19,11,0.0,11.0,0.0,0.0,0.0,0.0
192.168.10.15,23.63.226.146,6,6.0,0.0,0.0,0.0,0.0,0.0
23.63.226.146,192.168.10.15,4,4.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,173.194.206.109,41,41.0,0.0,0.0,0.0,0.0,0.0
173.194.206.109,192.168.10.12,50,50.0,0.0,0.0,0.0,0.0,0.0
192.168.10.14,131.253.61.66,44,44.0,0.0,0.0,0.0,0.0,0.0
131.253.61.66,192.168.10.14,49,49.0,0.0,0.0,0.0,0.0,0.0
192.168.10.14,65.55.252.202,104,104.0,0.0,0.0,0.0,0.0,0.0
65.55.252.202,192.168.10.14,91,91.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,184.84.243.199,74,74.0,0.0,0.0,0.0,0.0,0.0
184.84.243.199,192.168.10.12,63,63.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,65.55.138.111,7,7.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,23.217.36.24,56,56.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,104.88.33.160,22,22.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,165.254.0.106,161860,161860.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,23.15.4.24,2275,2275.0,0.0,0.0,0.0,0.0,0.0
23.15.4.24,192.168.10.15,2226,2226.0,0.0,0.0,0.0,0.0,0.0
104.88.33.160,192.168.10.15,22,22.0,0.0,0.0,0.0,0.0,0.0
165.254.0.106,192.168.10.15,184032,184032.0,0.0,0.0,0.0,0.0,0.0
23.217.36.24,192.168.10.15,56,56.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,202.55.13.210,21,21.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,64.4.54.36,20,20.0,0.0,0.0,0.0,0.0,0.0
64.4.54.36,192.168.10.15,20,20.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,65.52.98.233,27,27.0,0.0,0.0,0.0,0.0,0.0
65.52.98.233,192.168.10.15,26,26.0,0.0,0.0,0.0,0.0,0.0
192.168.10.15,13.78.188.147,28,28.0,0.0,0.0,0.0,0.0,0.0
13.78.188.147,192.168.10.15,26,26.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,172.217.12.174,759,759.0,0.0,0.0,0.0,0.0,0.0
172.217.12.174,192.168.10.12,739,739.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,172.217.11.46,465,465.0,0.0,0.0,0.0,0.0,0.0
172.217.11.46,192.168.10.12,386,386.0,0.0,0.0,0.0,0.0,0.0
192.168.10.12,54.231.112.171,29,29.0,0.0,0.0,0.0,0.0,0.0
54.231.112.171,192.168.10.12,30,30.0,0.0,0.0,0.0,0.0,0.0
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,305,0.0,0.0,0.0,0.0,305.0,0.0
192.168.10.12,54.200.60.113,33,33.0,0.0,0.0,0.0,0.0,0.0
